time,P,G(i),H_sun,T2m,WS10m,Int
20191022:2110,0.0,0.0,0.0,9.57,1.17,0.0
20191022:2210,0.0,0.0,0.0,8.96,1.38,0.0
20191022:2310,0.0,0.0,0.0,8.58,1.59,0.0
20191023:0010,0.0,0.0,0.0,8.07,1.79,0.0
20191023:0110,0.0,0.0,0.0,7.91,1.86,0.0
20191023:0210,0.0,0.0,0.0,8.24,2.07,0.0
20191023:0310,0.0,0.0,0.0,8.26,2.41,0.0
20191023:0410,0.0,0.0,0.0,8.05,2.55,0.0
20191023:0510,0.0,0.0,0.0,7.78,2.62,0.0
20191023:0610,0.0,0.0,0.0,7.56,2.9,0.0
20191023:0710,1716000.0,33.23,6.12,7.36,3.72,0.0
20191023:0810,7289000.0,100.31,16.72,7.8,4.0,0.0
20191023:0910,5185000.0,76.01,26.16,8.21,4.28,0.0
20191023:1010,6058000.0,86.21,33.76,8.11,4.48,0.0
20191023:1110,6058000.0,86.21,38.62,8.1,4.48,0.0
20191023:1210,14114000.0,177.98,39.93,8.21,4.34,0.0
20191023:1310,6205000.0,88.06,37.4,8.5,4.48,0.0
20191023:1410,8204000.0,111.24,31.54,8.57,4.0,0.0
20191023:1510,20534000.0,249.94,23.25,9.04,4.07,0.0
20191023:1610,12729000.0,165.04,13.37,8.94,4.28,0.0
20191023:1710,588000.0,19.32,2.5,8.81,3.45,0.0
20191023:1810,0.0,0.0,0.0,8.68,3.24,0.0
20191023:1910,0.0,0.0,0.0,8.84,3.38,0.0
20191023:2010,0.0,0.0,0.0,8.83,3.24,0.0
20191023:2110,0.0,0.0,0.0,8.84,3.1,0.0
20191023:2210,0.0,0.0,0.0,8.86,3.1,0.0
20191023:2310,0.0,0.0,0.0,8.94,3.03,0.0
20191024:0010,0.0,0.0,0.0,8.96,3.1,0.0
20191024:0110,0.0,0.0,0.0,8.83,3.1,0.0
20191024:0210,0.0,0.0,0.0,8.77,2.76,0.0
20191024:0310,0.0,0.0,0.0,8.69,2.41,0.0
20191024:0410,0.0,0.0,0.0,8.58,2.97,0.0
20191024:0510,0.0,0.0,0.0,8.37,3.31,0.0
20191024:0610,0.0,0.0,0.0,8.33,3.17,0.0
20191024:0710,4430000.0,69.55,5.9,8.39,2.69,0.0
20191024:0810,15371000.0,192.3,16.49,8.82,3.03,0.0
20191024:0910,18905000.0,232.81,25.89,9.6,2.83,0.0
20191024:1010,54700000.0,656.28,33.45,10.32,2.48,0.0
20191024:1110,62405000.0,763.05,38.29,11.43,2.14,0.0
20191024:1210,71873000.0,900.52,39.58,12.57,1.79,0.0
20191024:1310,71162000.0,896.79,37.06,13.94,1.72,0.0
20191024:1410,60230000.0,748.34,31.22,14.76,1.79,0.0
20191024:1510,45050000.0,554.97,22.97,15.13,1.79,0.0
20191024:1610,22950000.0,296.6,13.11,15.11,1.72,0.0
20191024:1710,241000.0,11.12,2.25,14.44,1.52,0.0
20191024:1810,0.0,0.0,0.0,13.19,1.31,0.0
20191024:1910,0.0,0.0,0.0,12.04,1.17,0.0
20191024:2010,0.0,0.0,0.0,12.12,0.76,0.0
20191024:2110,0.0,0.0,0.0,11.95,0.48,0.0
20191024:2210,0.0,0.0,0.0,11.4,0.69,0.0
20191024:2310,0.0,0.0,0.0,10.29,0.9,0.0
20191025:0010,0.0,0.0,0.0,9.17,1.1,0.0
20191025:0110,0.0,0.0,0.0,8.72,1.1,0.0
20191025:0210,0.0,0.0,0.0,8.29,1.1,0.0
20191025:0310,0.0,0.0,0.0,7.45,1.38,0.0
20191025:0410,0.0,0.0,0.0,6.81,1.66,0.0
20191025:0510,0.0,0.0,0.0,6.59,1.72,0.0
20191025:0610,0.0,0.0,0.0,6.46,1.79,0.0
20191025:0710,9690000.0,135.33,5.69,6.46,1.72,0.0
20191025:0810,36561000.0,439.84,16.25,9.21,1.45,0.0
20191025:0910,56709000.0,700.07,25.63,14.34,1.72,0.0
20191025:1010,67587000.0,856.84,33.15,16.91,1.93,0.0
20191025:1110,71524000.0,925.73,37.95,18.91,1.86,0.0
20191025:1210,72979000.0,958.66,39.23,20.31,1.66,0.0
20191025:1310,69252000.0,908.46,36.72,21.28,1.59,0.0
20191025:1410,58226000.0,752.17,30.91,21.81,1.52,0.0
20191025:1510,43517000.0,557.01,22.68,21.91,1.31,0.0
20191025:1610,21898000.0,293.14,12.85,21.58,1.17,0.0
20191025:1710,0.0,0.0,0.0,20.5,1.1,0.0
20191025:1810,0.0,0.0,0.0,17.69,1.31,0.0
20191025:1910,0.0,0.0,0.0,15.64,1.45,0.0
20191025:2010,0.0,0.0,0.0,14.25,1.59,0.0
20191025:2110,0.0,0.0,0.0,13.61,1.45,0.0
20191025:2210,0.0,0.0,0.0,13.65,1.24,0.0
20191025:2310,0.0,0.0,0.0,13.45,1.17,0.0
20191026:0010,0.0,0.0,0.0,12.47,1.31,0.0
20191026:0110,0.0,0.0,0.0,11.64,1.45,0.0
20191026:0210,0.0,0.0,0.0,11.5,1.45,0.0
20191026:0310,0.0,0.0,0.0,11.96,1.24,0.0
20191026:0410,0.0,0.0,0.0,11.33,1.31,0.0
20191026:0510,0.0,0.0,0.0,9.78,1.66,0.0
20191026:0610,0.0,0.0,0.0,9.07,1.86,0.0
20191026:0710,9482000.0,134.24,5.48,8.88,1.79,0.0
20191026:0810,35576000.0,435.54,16.01,12.12,1.03,0.0
20191026:0910,54259000.0,684.28,25.36,16.62,0.9,0.0
20191026:1010,66097000.0,859.64,32.85,19.48,1.17,0.0
20191026:1110,70882000.0,936.5,37.62,21.31,1.45,0.0
20191026:1210,72698000.0,969.44,38.89,22.52,1.52,0.0
20191026:1310,69655000.0,925.67,36.38,23.21,1.52,0.0
20191026:1410,58456000.0,760.76,30.6,23.52,1.66,0.0
20191026:1510,43735000.0,562.51,22.4,23.42,1.59,0.0
20191026:1610,22194000.0,298.69,12.59,22.94,1.45,0.0
20191026:1710,0.0,0.0,0.0,21.57,1.17,0.0
20191026:1810,0.0,0.0,0.0,18.96,1.1,0.0
20191026:1910,0.0,0.0,0.0,18.41,0.97,0.0
20191026:2010,0.0,0.0,0.0,17.35,0.97,0.0
20191026:2110,0.0,0.0,0.0,16.28,0.97,0.0
20191026:2210,0.0,0.0,0.0,15.39,1.03,0.0
20191026:2310,0.0,0.0,0.0,13.97,1.24,0.0
20191027:0010,0.0,0.0,0.0,13.53,1.24,0.0
20191027:0110,0.0,0.0,0.0,13.86,0.97,0.0
20191027:0210,0.0,0.0,0.0,14.05,0.9,0.0
20191027:0310,0.0,0.0,0.0,13.43,1.03,0.0
20191027:0410,0.0,0.0,0.0,11.75,1.45,0.0
20191027:0510,0.0,0.0,0.0,10.78,1.72,0.0
20191027:0610,0.0,0.0,0.0,11.22,1.59,0.0
20191027:0710,8032000.0,117.24,5.26,10.74,1.59,0.0
20191027:0810,34124000.0,421.33,15.77,13.65,0.9,0.0
20191027:0910,53400000.0,678.13,25.09,17.35,0.62,0.0
20191027:1010,59421000.0,769.52,32.55,19.83,0.9,0.0
20191027:1110,66594000.0,879.26,37.29,21.39,1.1,0.0
20191027:1210,72192000.0,964.97,38.54,22.41,1.31,0.0
20191027:1310,67384000.0,891.64,36.05,23.01,1.45,0.0
20191027:1410,57707000.0,748.95,30.29,23.29,1.66,0.0
20191027:1510,42709000.0,547.85,22.12,23.2,1.66,0.0
20191027:1610,15174000.0,207.77,12.34,22.74,1.66,0.0
20191027:1710,0.0,0.0,0.0,21.47,1.45,0.0
20191027:1810,0.0,0.0,0.0,19.26,1.59,0.0
20191027:1910,0.0,0.0,0.0,17.13,1.59,0.0
20191027:2010,0.0,0.0,0.0,15.65,1.59,0.0
20191027:2110,0.0,0.0,0.0,15.14,1.52,0.0
20191027:2210,0.0,0.0,0.0,14.9,1.31,0.0
20191027:2310,0.0,0.0,0.0,14.47,1.24,0.0
20191028:0010,0.0,0.0,0.0,13.99,1.17,0.0
20191028:0110,0.0,0.0,0.0,13.56,1.17,0.0
20191028:0210,0.0,0.0,0.0,13.2,1.1,0.0
20191028:0310,0.0,0.0,0.0,12.99,0.97,0.0
20191028:0410,0.0,0.0,0.0,12.74,0.97,0.0
20191028:0510,0.0,0.0,0.0,12.84,0.83,0.0
20191028:0610,0.0,0.0,0.0,12.73,0.9,0.0
20191028:0710,4403000.0,71.15,5.05,12.33,0.97,0.0
20191028:0810,21272000.0,267.42,15.53,14.0,0.62,0.0
20191028:0910,23129000.0,290.58,24.82,16.02,0.97,0.0
20191028:1010,64337000.0,815.49,32.25,17.47,1.79,0.0
20191028:1110,71091000.0,913.62,36.96,18.78,2.14,0.0
20191028:1210,73669000.0,953.86,38.21,19.97,2.34,0.0
20191028:1310,69018000.0,888.57,35.72,20.67,2.41,0.0
20191028:1410,58173000.0,738.91,29.99,20.93,2.34,0.0
20191028:1510,25071000.0,319.24,21.85,20.94,2.28,0.0
20191028:1610,21012000.0,279.43,12.09,20.6,2.41,0.0
20191028:1710,0.0,0.0,0.0,19.52,1.79,0.0
20191028:1810,0.0,0.0,0.0,18.14,1.52,0.0
20191028:1910,0.0,0.0,0.0,17.14,1.24,0.0
20191028:2010,0.0,0.0,0.0,15.83,1.38,0.0
20191028:2110,0.0,0.0,0.0,14.96,1.31,0.0
20191028:2210,0.0,0.0,0.0,14.22,1.24,0.0
20191028:2310,0.0,0.0,0.0,13.88,1.03,0.0
20191029:0010,0.0,0.0,0.0,13.44,1.03,0.0
20191029:0110,0.0,0.0,0.0,12.82,1.17,0.0
20191029:0210,0.0,0.0,0.0,12.17,1.31,0.0
20191029:0210,0.0,0.0,0.0,12.17,1.31,0.0
20191029:0310,0.0,0.0,0.0,12.03,1.24,0.0
20191029:0410,0.0,0.0,0.0,12.4,1.03,0.0
20191029:0510,0.0,0.0,0.0,12.65,0.83,0.0
20191029:0610,0.0,0.0,0.0,12.61,0.76,0.0
20191029:0710,2705000.0,48.3,4.83,11.91,0.69,0.0
20191029:0810,32164000.0,399.64,15.3,13.5,0.21,0.0
20191029:0910,50078000.0,628.36,24.56,15.7,0.55,0.0
20191029:1010,38176000.0,475.56,31.95,17.25,1.24,0.0
20191029:1110,22126000.0,281.91,36.64,18.27,1.79,0.0
20191029:1210,31953000.0,400.34,37.87,18.49,1.93,0.0
20191029:1310,24513000.0,310.7,35.4,18.76,1.93,0.0
20191029:1410,36573000.0,456.95,29.69,19.12,1.93,0.0
20191029:1510,40349000.0,505.47,21.58,19.31,2.0,0.0
20191029:1610,20922000.0,276.99,11.85,19.15,2.07,0.0
20191029:1710,0.0,0.0,0.0,18.53,1.45,0.0
20191029:1810,0.0,0.0,0.0,17.45,1.59,0.0
20191029:1910,0.0,0.0,0.0,16.63,1.79,0.0
20191029:2010,0.0,0.0,0.0,15.75,1.79,0.0
20191029:2110,0.0,0.0,0.0,15.0,1.86,0.0
20191029:2210,0.0,0.0,0.0,14.42,1.72,0.0
20191029:2310,0.0,0.0,0.0,14.01,1.45,0.0
20191030:0010,0.0,0.0,0.0,13.91,1.1,0.0
20191030:0110,0.0,0.0,0.0,14.83,0.62,0.0
20191030:0210,0.0,0.0,0.0,14.76,0.21,0.0
20191030:0310,0.0,0.0,0.0,14.56,0.21,0.0
20191030:0410,0.0,0.0,0.0,14.4,0.21,0.0
20191030:0510,0.0,0.0,0.0,14.1,0.34,0.0
20191030:0610,0.0,0.0,0.0,13.68,0.34,0.0
20191030:0710,6715000.0,101.81,4.62,12.28,0.76,0.0
20191030:0810,27800000.0,345.69,15.06,13.69,0.41,0.0
20191030:0910,50650000.0,631.8,24.29,16.12,1.1,0.0
20191030:1010,61040000.0,775.05,31.65,17.88,1.52,0.0
20191030:1110,63061000.0,807.06,36.32,19.23,1.79,0.0
20191030:1210,66327000.0,854.92,37.54,20.19,2.0,0.0
20191030:1310,65724000.0,845.4,35.08,20.65,2.14,0.0
20191030:1410,20296000.0,261.87,29.4,20.98,2.55,0.0
20191030:1510,35553000.0,446.32,21.32,21.18,3.03,0.0
20191030:1610,9815000.0,138.62,11.61,20.77,3.17,0.0
20191030:1710,0.0,0.0,0.0,19.66,2.48,0.0
20191030:1810,0.0,0.0,0.0,18.24,2.48,0.0
20191030:1910,0.0,0.0,0.0,17.59,2.55,0.0
20191030:2010,0.0,0.0,0.0,16.87,2.48,0.0
20191030:2110,0.0,0.0,0.0,16.38,2.21,0.0
20191030:2210,0.0,0.0,0.0,15.86,1.79,0.0
20191030:2310,0.0,0.0,0.0,15.82,1.66,0.0
20191031:0010,0.0,0.0,0.0,15.85,1.93,0.0
20191031:0110,0.0,0.0,0.0,15.7,2.21,0.0
20191031:0210,0.0,0.0,0.0,15.39,2.21,0.0
20191031:0310,0.0,0.0,0.0,15.09,2.21,0.0
20191031:0410,0.0,0.0,0.0,14.98,2.48,0.0
20191031:0510,0.0,0.0,0.0,14.93,2.0,0.0
20191031:0610,0.0,0.0,0.0,14.94,1.93,0.0
20191031:0710,1062000.0,24.97,4.4,14.7,1.45,0.0
20191031:0810,16911000.0,215.99,14.82,14.85,1.59,0.0
20191031:0910,31471000.0,386.03,24.02,15.3,2.0,0.0
20191031:1010,21325000.0,268.08,31.35,16.28,3.03,0.0
20191031:1110,56024000.0,692.21,36.0,17.56,3.38,0.0
20191031:1210,45685000.0,564.75,37.21,18.75,3.52,0.0
20191031:1310,65203000.0,823.15,34.77,19.89,3.17,0.0
20191031:1410,47788000.0,595.3,29.11,20.19,3.1,0.0
20191031:1510,21981000.0,279.8,21.06,20.06,3.24,0.0
20191031:1610,16430000.0,220.06,11.38,19.41,3.31,0.0
20191031:1710,0.0,0.0,0.0,18.36,2.76,0.0
20191031:1810,0.0,0.0,0.0,17.12,2.69,0.0
20191031:1910,0.0,0.0,0.0,17.47,2.62,0.0
20191031:2010,0.0,0.0,0.0,16.86,2.34,0.0
20191031:2110,0.0,0.0,0.0,16.66,2.14,0.0
20191031:2210,0.0,0.0,0.0,16.38,2.0,0.0
20191031:2310,0.0,0.0,0.0,16.07,2.21,0.0
20191101:0010,0.0,0.0,0.0,15.68,2.41,0.0
20191101:0110,0.0,0.0,0.0,15.54,2.48,0.0
20191101:0210,0.0,0.0,0.0,15.87,3.24,0.0
20191101:0310,0.0,0.0,0.0,15.59,2.48,0.0
20191101:0410,0.0,0.0,0.0,15.45,2.55,0.0
20191101:0510,0.0,0.0,0.0,15.2,2.55,0.0
20191101:0610,0.0,0.0,0.0,15.0,2.34,0.0
20191101:0710,1764000.0,35.77,4.19,15.04,2.62,0.0
20191101:0810,7662000.0,107.84,14.58,15.35,3.45,0.0
20191101:0910,14296000.0,185.44,23.76,16.07,4.21,0.0
20191101:1010,55427000.0,678.17,31.06,17.64,4.34,0.0
20191101:1110,25234000.0,316.06,35.68,18.85,4.76,0.0
20191101:1210,26339000.0,330.64,36.89,20.09,5.24,0.0
20191101:1310,15582000.0,204.7,34.46,20.54,5.1,0.0
20191101:1410,50974000.0,627.72,28.83,20.51,5.24,0.0
20191101:1510,31160000.0,387.71,20.8,20.56,5.24,0.0
20191101:1610,10610000.0,148.06,11.15,20.2,4.83,0.0
20191101:1710,0.0,0.0,0.0,19.32,3.86,0.0
20191101:1810,0.0,0.0,0.0,18.25,3.52,0.0
20191101:1910,0.0,0.0,0.0,17.6,4.21,0.0
20191101:2010,0.0,0.0,0.0,16.99,4.0,0.0
20191101:2110,0.0,0.0,0.0,16.76,4.0,0.0
20191101:2210,0.0,0.0,0.0,16.42,3.93,0.0
20191101:2310,0.0,0.0,0.0,16.11,3.79,0.0
20191102:0010,0.0,0.0,0.0,15.64,3.45,0.0
20191102:0110,0.0,0.0,0.0,15.33,3.45,0.0
20191102:0210,0.0,0.0,0.0,14.78,3.52,0.0
20191102:0310,0.0,0.0,0.0,14.49,3.59,0.0
20191102:0410,0.0,0.0,0.0,14.28,3.45,0.0
20191102:0510,0.0,0.0,0.0,14.07,3.24,0.0
20191102:0610,0.0,0.0,0.0,13.77,3.31,0.0
20191102:0710,4085000.0,68.04,3.97,14.11,5.52,0.0
20191102:0810,18921000.0,236.36,14.35,14.12,5.52,0.0
20191102:0910,40079000.0,480.17,23.5,14.39,4.76,0.0
20191102:1010,55404000.0,669.71,30.77,14.96,4.28,0.0
20191102:1110,63960000.0,778.81,35.37,15.54,4.69,0.0
20191102:1210,25260000.0,313.21,36.57,16.65,5.17,0.0
20191102:1310,21539000.0,270.95,34.15,17.72,5.72,0.0
20191102:1410,25304000.0,314.47,28.55,18.14,5.59,0.0
20191102:1510,43882000.0,535.97,20.55,18.55,5.79,0.0
20191102:1610,16340000.0,217.13,10.92,18.09,4.9,0.0
20191102:1710,0.0,0.0,0.0,17.44,4.48,0.0
20191102:1810,0.0,0.0,0.0,16.69,4.14,0.0
20191102:1910,0.0,0.0,0.0,15.52,4.28,0.0
20191102:2010,0.0,0.0,0.0,15.06,5.24,0.0
20191102:2110,0.0,0.0,0.0,14.51,5.17,0.0
20191102:2210,0.0,0.0,0.0,14.09,4.9,0.0
20191102:2310,0.0,0.0,0.0,13.83,4.83,0.0
20191103:0010,0.0,0.0,0.0,13.4,4.9,0.0
20191103:0110,0.0,0.0,0.0,12.89,5.31,0.0
20191103:0210,0.0,0.0,0.0,12.27,4.83,0.0
20191103:0310,0.0,0.0,0.0,11.92,4.21,0.0
20191103:0410,0.0,0.0,0.0,11.73,4.69,0.0
20191103:0510,0.0,0.0,0.0,11.98,4.9,0.0
20191103:0610,0.0,0.0,0.0,12.12,5.38,0.0
20191103:0710,1824000.0,36.37,3.75,12.46,5.24,0.0
20191103:0810,16681000.0,209.1,14.11,12.77,7.24,0.0
20191103:0910,10776000.0,142.7,23.23,13.25,7.45,0.0
20191103:1010,18308000.0,229.03,30.48,13.88,6.97,0.0
20191103:1110,16157000.0,204.93,35.06,13.59,6.21,0.0
20191103:1210,59237000.0,706.49,36.26,14.41,6.97,0.0
20191103:1310,67467000.0,809.54,33.85,15.01,6.83,0.0
20191103:1410,45881000.0,547.91,28.28,15.11,6.48,0.0
20191103:1510,35845000.0,432.04,20.31,15.07,5.93,0.0
20191103:1610,20484000.0,264.14,10.71,14.6,5.45,0.0
20191103:1710,0.0,0.0,0.0,14.06,4.62,0.0
20191103:1810,0.0,0.0,0.0,13.33,3.86,0.0
20191103:1910,0.0,0.0,0.0,13.48,4.0,0.0
20191103:2010,0.0,0.0,0.0,12.69,3.72,0.0
20191103:2110,0.0,0.0,0.0,12.2,3.52,0.0
20191103:2210,0.0,0.0,0.0,11.81,3.45,0.0
20191103:2310,0.0,0.0,0.0,11.61,3.45,0.0
20191104:0010,0.0,0.0,0.0,11.74,3.45,0.0
20191104:0110,0.0,0.0,0.0,11.89,3.24,0.0
20191104:0210,0.0,0.0,0.0,11.84,2.97,0.0
20191104:0310,0.0,0.0,0.0,11.85,3.17,0.0
20191104:0410,0.0,0.0,0.0,11.99,2.83,0.0
20191104:0510,0.0,0.0,0.0,12.02,3.66,0.0
20191104:0610,0.0,0.0,0.0,12.11,3.52,0.0
20191104:0710,2122000.0,40.91,3.54,12.34,3.52,0.0
20191104:0810,11386000.0,149.27,13.88,12.45,4.83,0.0
20191104:0910,13258000.0,171.2,22.97,13.37,5.38,0.0
20191104:1010,23913000.0,293.14,30.19,14.1,5.59,0.0
20191104:1110,30407000.0,369.39,34.75,14.89,5.45,0.0
20191104:1210,20480000.0,256.19,35.95,15.31,5.72,0.0
20191104:1310,42735000.0,514.2,33.56,15.71,5.86,0.0
20191104:1410,34954000.0,421.65,28.01,15.59,5.93,0.0
20191104:1510,23251000.0,287.18,20.07,15.62,5.79,0.0
20191104:1610,5279000.0,79.93,10.49,15.58,5.45,0.0
20191104:1710,0.0,0.0,0.0,15.17,4.62,0.0
20191104:1810,0.0,0.0,0.0,14.81,4.55,0.0
20191104:1910,0.0,0.0,0.0,14.41,4.97,0.0
20191104:2010,0.0,0.0,0.0,13.77,5.79,0.0
20191104:2110,0.0,0.0,0.0,13.42,6.34,0.0
20191104:2210,0.0,0.0,0.0,13.0,6.55,0.0
20191104:2310,0.0,0.0,0.0,12.06,6.41,0.0
20191105:0010,0.0,0.0,0.0,10.45,6.28,0.0
20191105:0110,0.0,0.0,0.0,9.45,5.24,0.0
20191105:0210,0.0,0.0,0.0,8.95,4.41,0.0
20191105:0310,0.0,0.0,0.0,8.54,4.48,0.0
20191105:0410,0.0,0.0,0.0,8.09,4.48,0.0
20191105:0510,0.0,0.0,0.0,7.71,4.28,0.0
20191105:0610,0.0,0.0,0.0,7.43,4.14,0.0
20191105:0710,1243000.0,27.49,3.32,7.16,4.0,0.0
20191105:0810,14338000.0,179.11,13.64,7.73,5.52,0.0
20191105:0910,56413000.0,655.77,22.71,8.88,5.72,0.0
20191105:1010,66298000.0,780.18,29.91,10.15,5.72,0.0
20191105:1110,50853000.0,600.1,34.45,11.47,5.66,0.0
20191105:1210,26973000.0,325.97,35.64,12.2,5.79,0.0
20191105:1310,38407000.0,456.36,33.27,12.63,6.14,0.0
20191105:1410,31102000.0,372.66,27.74,13.16,6.34,0.0
20191105:1510,29987000.0,360.69,19.83,13.15,6.0,0.0
20191105:1610,22003000.0,280.69,10.28,12.82,5.52,0.0
20191105:1710,0.0,0.0,0.0,12.15,4.28,0.0
20191105:1810,0.0,0.0,0.0,11.17,3.86,0.0
20191105:1910,0.0,0.0,0.0,10.83,3.72,0.0
20191105:2010,0.0,0.0,0.0,10.41,3.72,0.0
20191105:2110,0.0,0.0,0.0,9.9,3.59,0.0
20191105:2210,0.0,0.0,0.0,9.28,3.45,0.0
20191105:2310,0.0,0.0,0.0,8.69,3.1,0.0
20191106:0010,0.0,0.0,0.0,8.06,2.69,0.0
20191106:0110,0.0,0.0,0.0,7.45,2.41,0.0
20191106:0210,0.0,0.0,0.0,6.91,2.34,0.0
20191106:0310,0.0,0.0,0.0,6.49,2.41,0.0
20191106:0410,0.0,0.0,0.0,6.06,2.14,0.0
20191106:0510,0.0,0.0,0.0,5.67,2.0,0.0
20191106:0610,0.0,0.0,0.0,5.23,1.86,0.0
20191106:0710,259000.0,11.12,3.11,5.12,1.79,0.0
20191106:0810,4746000.0,70.35,13.41,6.37,2.48,0.0
20191106:0910,17435000.0,214.52,22.45,8.04,2.76,0.0
20191106:1010,30058000.0,360.82,29.62,9.87,2.14,0.0
20191106:1110,40138000.0,483.52,34.15,11.14,1.86,0.0
20191106:1210,51010000.0,620.73,35.34,12.22,1.86,0.0
20191106:1310,29698000.0,362.19,32.98,13.07,2.34,0.0
20191106:1410,45837000.0,553.46,27.48,13.51,2.83,0.0
20191106:1510,34713000.0,420.02,19.6,13.55,3.31,0.0
20191106:1610,19244000.0,248.74,10.08,13.08,3.45,0.0
20191106:1710,0.0,0.0,0.0,12.4,2.69,0.0
20191106:1810,0.0,0.0,0.0,11.56,2.34,0.0
20191106:1910,0.0,0.0,0.0,11.17,2.0,0.0
20191106:2010,0.0,0.0,0.0,10.81,2.21,0.0
20191106:2110,0.0,0.0,0.0,10.11,2.34,0.0
20191106:2210,0.0,0.0,0.0,9.59,2.34,0.0
20191106:2310,0.0,0.0,0.0,9.38,2.48,0.0
20191107:0010,0.0,0.0,0.0,9.31,2.55,0.0
20191107:0110,0.0,0.0,0.0,9.6,2.62,0.0
20191107:0210,0.0,0.0,0.0,9.71,2.62,0.0
20191107:0310,0.0,0.0,0.0,9.47,2.48,0.0
20191107:0410,0.0,0.0,0.0,9.46,2.14,0.0
20191107:0510,0.0,0.0,0.0,9.5,2.14,0.0
20191107:0610,0.0,0.0,0.0,9.47,2.14,0.0
20191107:0710,719000.0,19.59,2.9,9.47,2.28,0.0
20191107:0810,28984000.0,348.93,13.17,9.44,2.34,0.0
20191107:0910,28142000.0,336.38,22.2,9.78,3.03,0.0
20191107:1010,17764000.0,221.25,29.34,10.7,3.1,0.0
20191107:1110,30909000.0,370.9,33.85,11.5,4.21,0.0
20191107:1210,84196000.0,1023.72,35.04,12.26,5.03,0.0
20191107:1310,64446000.0,769.75,32.7,12.85,5.52,0.0
20191107:1410,63224000.0,752.84,27.23,12.98,5.66,0.0
20191107:1510,45910000.0,546.23,19.38,12.77,5.59,0.0
20191107:1610,20911000.0,266.64,9.88,11.96,5.45,0.0
20191107:1710,0.0,0.0,0.0,10.82,4.41,0.0
20191107:1810,0.0,0.0,0.0,9.7,4.14,0.0
20191107:1910,0.0,0.0,0.0,9.36,3.86,0.0
20191107:2010,0.0,0.0,0.0,8.77,3.86,0.0
20191107:2110,0.0,0.0,0.0,8.24,4.0,0.0
20191107:2210,0.0,0.0,0.0,7.71,4.07,0.0
20191107:2310,0.0,0.0,0.0,7.17,3.93,0.0
20191108:0010,0.0,0.0,0.0,6.69,3.93,0.0
20191108:0110,0.0,0.0,0.0,6.17,3.93,0.0
20191108:0210,0.0,0.0,0.0,5.76,4.0,0.0
20191108:0310,0.0,0.0,0.0,5.31,3.86,0.0
20191108:0410,0.0,0.0,0.0,5.06,3.72,0.0
20191108:0510,0.0,0.0,0.0,4.82,3.79,0.0
20191108:0610,0.0,0.0,0.0,4.7,3.59,0.0
20191108:0710,2802000.0,49.61,2.68,4.33,3.45,0.0
20191108:0810,36513000.0,425.69,12.94,4.73,3.45,0.0
20191108:0910,51606000.0,593.54,21.94,5.69,4.69,0.0
20191108:1010,66212000.0,773.1,29.07,7.1,4.69,0.0
20191108:1110,80808000.0,971.71,33.56,8.09,3.72,0.0
20191108:1210,82228000.0,1002.88,34.75,9.41,3.31,0.0
20191108:1310,76953000.0,934.86,32.42,10.35,3.38,0.0
20191108:1410,62015000.0,740.61,26.98,10.87,3.72,0.0
20191108:1510,46008000.0,546.83,19.16,10.97,4.07,0.0
20191108:1610,21464000.0,272.52,9.69,10.58,4.0,0.0
20191108:1710,0.0,0.0,0.0,9.57,3.03,0.0
20191108:1810,0.0,0.0,0.0,8.41,2.34,0.0
20191108:1910,0.0,0.0,0.0,7.76,2.48,0.0
20191108:2010,0.0,0.0,0.0,7.1,2.48,0.0
20191108:2110,0.0,0.0,0.0,6.55,2.48,0.0
20191108:2210,0.0,0.0,0.0,5.99,2.48,0.0
20191108:2310,0.0,0.0,0.0,5.4,2.34,0.0
20191109:0010,0.0,0.0,0.0,4.68,2.0,0.0
20191109:0110,0.0,0.0,0.0,3.88,1.86,0.0
20191109:0210,0.0,0.0,0.0,3.15,1.72,0.0
20191109:0310,0.0,0.0,0.0,2.61,1.72,0.0
20191109:0410,0.0,0.0,0.0,2.2,1.66,0.0
20191109:0510,0.0,0.0,0.0,2.1,1.52,0.0
20191109:0610,0.0,0.0,0.0,1.83,1.52,0.0
20191109:0710,1767000.0,35.04,2.47,1.39,1.59,0.0
20191109:0810,34793000.0,408.09,12.71,2.92,1.17,0.0
20191109:0910,54222000.0,639.92,21.69,6.23,1.79,0.0
20191109:1010,68403000.0,822.84,28.79,8.21,2.34,0.0
20191109:1110,78311000.0,959.29,33.27,9.83,2.69,0.0
20191109:1210,80884000.0,991.67,34.46,11.12,3.38,0.0
20191109:1310,69386000.0,837.81,32.15,11.98,3.93,0.0
20191109:1410,23649000.0,288.57,26.74,12.42,4.28,0.0
20191109:1510,18929000.0,234.37,18.95,11.7,4.0,0.0
20191109:1610,8531000.0,118.18,9.5,10.81,2.9,0.0
20191109:1710,0.0,0.0,0.0,10.32,2.48,0.0
20191109:1810,0.0,0.0,0.0,9.68,2.62,0.0
20191109:1910,0.0,0.0,0.0,9.42,2.9,0.0
20191109:2010,0.0,0.0,0.0,9.22,2.9,0.0
20191109:2110,0.0,0.0,0.0,9.26,3.24,0.0
20191109:2210,0.0,0.0,0.0,9.35,3.72,0.0
20191109:2310,0.0,0.0,0.0,9.49,4.07,0.0
20191110:0010,0.0,0.0,0.0,9.45,4.97,0.0
20191110:0110,0.0,0.0,0.0,8.67,4.69,0.0
20191110:0210,0.0,0.0,0.0,7.84,4.55,0.0
